hhld_id,drvr_cnt,veh_cnt,min_age,hoh_age,max_age,avg_age,min_mon_lic,hoh_mon_lic,max_mon_lic,avg_mon_lic,cnt_yth,cnt_female,cnt_male,cnt_married,cnt_single,hoh_married,cnt_auto,cnt_mtrcyc,avg_majr_viol,cnt_majr_viol,cnt_minr_viol,avg_minr_viol,cnt_lic_susp,curnt_insurer,time_w_carr,inforce_ind,prior_bi,fire_ind,homeowner_ind,veh_lien_cnt,veh_lease_cnt,veh_own_cnt,monthly_pay_ind,veh_w_coll_cnt,veh_w_comp_cnt,veh_w_ers_cnt,curnt_bi_low,curnt_bi_upp,credit_score
19272,1,1,79.38211463,79.38211463,79.38211463,79.38211463,760.5853756,760.5853756,760.5853756,760.5853756,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,2.5,1,25000,1,1,NA,0,1,1,1,1,1,25,25,484.2222697
1976,1,1,54.87363263,54.87363263,54.87363263,54.87363263,466.4835916,466.4835916,466.4835916,466.4835916,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,OTHER,1,1,1.00E+05,0,0,NA,0,0,1,0,0,0,100,100,757.2926052
2741,1,1,51.61679303,51.61679303,51.61679303,51.61679303,427.4015163,427.4015163,427.4015163,427.4015163,0,1,0,0,1,FALSE,1,0,1,1,0,0,0,MISSING,4,1,1.00E+05,0,0,NA,0,0,0,1,1,1,100,100,653.6028244
4765,2,2,45.17405194,54.07398541,54.07398541,49.62401868,350.0886233,456.8878249,456.8878249,403.4882241,0,2,0,2,0,TRUE,2,0,0,0,2,1,0,ALLSTATE,5,1,25000,1,1,NA,0,1,0,2,2,1,100,100,756.1494524
16372,2,1,53.0199211,57.65748969,57.65748969,55.3387054,444.2390532,499.8898763,499.8898763,472.0644648,0,1,1,0,2,FALSE,1,0,0,0,2,1,0,LIBERTY MUTUAL,1,1,50000,1,0,NA,0,1,0,1,1,1,25,25,658.2497485
7177,1,2,30.5951809,30.5951809,30.5951809,30.5951809,175.1421707,175.1421707,175.1421707,175.1421707,0,1,0,1,0,TRUE,2,0,0,0,0,0,0,OTHER,5,1,50000,0,0,NA,0,1,0,2,2,1,100,100,733.002615
4921,2,2,31.02993785,56.51508524,56.51508524,43.77251154,180.3592541,486.1810229,486.1810229,333.2701385,0,1,1,2,0,TRUE,2,0,0,0,0,0,0,MISSING,5,1,25000,0,1,NA,0,0,0,1,1,1,25,25,808.6952895
15312,4,2,23.61615601,41.55610569,51.67742326,42.13177706,91.39387212,306.6732683,428.1290792,313.5813247,0,0,4,2,2,TRUE,2,0,0,0,1,0.25,0,FARMERS,4.5,1,25000,1,1,NA,0,1,0,1,1,1,25,25,708.3466588
9076,1,1,70.21617878,70.21617878,70.21617878,70.21617878,650.5941453,650.5941453,650.5941453,650.5941453,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,4,1,50000,1,1,NA,0,0,0,0,0,0,25,25,700.7412585
10708,2,1,38.4907124,72.24960928,72.24960928,55.37016084,269.8885488,674.9953113,674.9953113,472.4419301,0,0,2,2,0,TRUE,1,0,0,0,0,0,0,FARMERS,5,1,25000,1,1,NA,0,0,1,1,1,1,50,50,714.1246355
10355,2,1,38.79609174,53.34209215,53.34209215,46.06909194,273.5531008,448.1051058,448.1051058,360.8291033,0,2,0,2,0,TRUE,1,0,0,0,0,0,0,AMERICAN FAMILY,5,1,1.00E+05,0,1,NA,0,0,0,1,1,1,25,25,691.1181101
2185,2,1,29.90250564,53.38722102,53.38722102,41.64486333,166.8300677,448.6466522,448.6466522,307.73836,0,2,0,2,0,TRUE,1,0,0,0,0,0,0,MISSING,5,1,1.00E+05,0,1,NA,0,1,1,1,1,1,25,25,764.8225611
11213,2,3,37.09475249,68.51497745,68.51497745,52.80486497,253.1370299,630.1797294,630.1797294,441.6583796,0,1,1,1,1,TRUE,3,0,0,0,0,0,0,GEICO,5,1,25000,0,1,NA,0,2,0,2,2,0,25,25,636.5143245
16954,2,2,39.94254371,50.03858732,50.03858732,44.99056552,287.3105245,408.4630479,408.4630479,347.8867862,0,1,1,2,0,TRUE,2,0,0,0,0,0,0,OTHER,5,1,50000,1,1,NA,0,0,0,0,0,1,100,100,798.794706
19480,1,1,62.26433413,62.26433413,62.26433413,62.26433413,555.1720096,555.1720096,555.1720096,555.1720096,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,GEICO,5,1,1.00E+05,1,1,NA,0,0,0,1,1,1,25,25,572.4387453
2346,2,2,48.46515328,55.47948357,55.47948357,51.97231842,389.5818393,473.7538028,473.7538028,431.6678211,0,1,1,1,1,TRUE,2,0,0,0,3,1.5,0,ALLSTATE,5,1,1.00E+05,0,0,NA,0,0,1,1,1,1,25,25,673.9316822
3314,1,1,38.09788181,38.09788181,38.09788181,38.09788181,265.1745817,265.1745817,265.1745817,265.1745817,0,0,1,0,1,FALSE,1,0,0,0,2,2,0,GEICO,2,1,1.00E+05,0,0,NA,0,1,0,1,1,1,25,25,531.7645747
1812,2,1,48.58079921,62.7956852,62.7956852,55.68824221,390.9695905,561.5482224,561.5482224,476.2589065,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,OTHER,3,1,1.00E+05,1,0,NA,0,1,1,1,1,1,25,25,477.06555
13516,1,1,73.77165296,73.77165296,73.77165296,73.77165296,693.2598355,693.2598355,693.2598355,693.2598355,0,0,1,1,0,TRUE,0,1,0,0,0,0,0,MISSING,5,1,1.00E+05,0,0,NA,0,0,0,1,1,1,25,25,724.7888039
17213,1,1,40.67808166,40.67808166,40.67808166,40.67808166,296.13698,296.13698,296.13698,296.13698,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,5,1,1.00E+05,0,0,NA,0,1,0,1,1,1,100,100,479.8250081
1576,2,1,43.00327281,61.58065789,61.58065789,52.29196535,324.0392737,546.9678947,546.9678947,435.5035842,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,MISSING,1.5,1,1.00E+05,1,1,NA,0,1,0,1,1,1,25,25,594.4256727
13349,1,1,48.55372683,48.55372683,48.55372683,48.55372683,390.644722,390.644722,390.644722,390.644722,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,3,1,25000,1,1,NA,0,0,0,1,1,1,25,25,582.7286781
10314,1,1,46.20476764,46.20476764,46.20476764,46.20476764,362.4572117,362.4572117,362.4572117,362.4572117,0,1,0,1,0,TRUE,1,0,0,0,0,0,0,MISSING,5,1,1.00E+05,0,1,NA,0,0,0,1,1,1,100,100,421.110736
12572,1,1,27.59450101,27.59450101,27.59450101,27.59450101,85.50414505,31.87427799,31.87427799,31.87427799,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,1,1,1.00E+05,1,1,NA,0,0,0,0,0,1,25,25,375.4777226
15,1,1,53.95661602,53.95661602,53.95661602,53.95661602,455.4793923,455.4793923,455.4793923,455.4793923,0,1,0,1,0,TRUE,1,0,0,0,0,0,0,MISSING,0,1,25000,0,1,NA,0,0,0,1,1,1,50,50,850
13913,1,1,45.0235818,45.0235818,45.0235818,45.0235818,348.2829816,348.2829816,348.2829816,348.2829816,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,LIBERTY MUTUAL,3,1,25000,1,0,NA,0,1,0,1,1,1,100,100,698.9697953
225,1,1,58.1481139,58.1481139,58.1481139,58.1481139,505.7773668,505.7773668,505.7773668,505.7773668,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,4.5,1,25000,0,0,NA,0,1,0,1,1,1,250,250,569.873096
7870,2,2,17.38583965,53.95777069,53.95777069,35.67180517,16.63007583,455.4932483,455.4932483,236.0616621,1,1,1,2,0,TRUE,2,0,0,0,1,0.5,0,LIBERTY MUTUAL,0,1,1.00E+05,1,0,NA,0,0,0,2,2,1,250,250,850
7038,1,2,19.65215362,19.65215362,19.65215362,19.65215362,43.82584348,43.82584348,43.82584348,43.82584348,0,0,1,0,1,FALSE,2,0,0,0,0,0,0,MISSING,5,1,250000,1,1,NA,1,0,0,2,2,2,50,50,454.7309151
13983,1,1,31.94550321,31.94550321,31.94550321,31.94550321,191.3460385,191.3460385,191.3460385,191.3460385,0,1,0,0,1,FALSE,1,0,0,0,2,2,0,PROGRESSIVE,5,1,25000,1,0,NA,0,1,0,0,0,0,50,50,665.2219386
11016,1,1,54.55891954,54.55891954,54.55891954,54.55891954,462.7070345,462.7070345,462.7070345,462.7070345,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,0,1,25000,1,1,NA,0,1,0,1,1,1,25,25,703.8345369
2577,1,1,16.10694064,16.10694064,16.10694064,16.10694064,1.283287672,1.283287672,1.283287672,1.283287672,1,1,0,0,1,FALSE,1,0,0,0,1,1,0,MISSING,0.5,1,50000,0,1,NA,0,1,0,1,1,1,25,25,688.2843823
2183,2,2,48.41266808,76.68633954,76.68633954,62.54950381,388.952017,728.2360745,728.2360745,558.5940457,0,1,1,2,0,TRUE,2,0,0,0,1,0.5,0,GEICO,4,1,1.00E+05,0,1,NA,0,2,1,1,1,1,100,100,750.3547824
17891,2,2,53.77265682,63.21871221,63.21871221,58.49568452,453.2718819,566.6245466,566.6245466,509.9482142,0,0,2,2,0,TRUE,2,0,0,0,0,0,0,MISSING,5,1,50000,1,0,NA,0,0,0,2,2,2,50,50,688.1203512
13420,3,1,28.10721498,56.9747318,56.9747318,56.59458087,145.2865797,491.6967815,491.6967815,487.1349705,0,1,2,1,2,TRUE,1,0,0,0,0,0,0,MISSING,0.5,1,1.00E+05,1,1,NA,0,1,1,0,0,1,25,25,721.71245
1202,2,1,44.58912192,54.07570323,54.07570323,49.33241258,343.0694631,456.9084387,456.9084387,399.9889509,0,0,2,1,1,TRUE,1,0,0,0,0,0,0,MISSING,5,1,25000,1,0,NA,0,1,0,1,1,1,50,50,641.1532878
6031,1,1,78.13203089,78.13203089,78.13203089,78.13203089,745.5843707,745.5843707,745.5843707,745.5843707,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,PROGRESSIVE,5,1,50000,0,1,NA,0,0,0,1,1,1,100,100,541.6261143
2436,2,1,51.3103768,57.50414955,57.50414955,54.40726317,423.7245216,498.0497946,498.0497946,460.8871581,0,0,2,2,0,TRUE,1,0,0,0,0,0,0,OTHER,1,1,1.00E+05,0,1,NA,0,0,1,1,1,1,50,50,445.5737748
5039,1,1,38.38516482,38.38516482,38.38516482,38.38516482,268.6219779,268.6219779,268.6219779,268.6219779,0,1,0,0,1,FALSE,1,0,0,0,2,2,0,MISSING,5,1,1.00E+05,0,0,NA,0,0,0,0,0,0,25,25,626.152079
6353,2,1,18.64703331,36.61564843,36.61564843,27.63134087,31.76439972,247.3877812,247.3877812,139.5760904,0,2,0,1,1,TRUE,1,0,0,0,0,0,0,OTHER,1,1,1.00E+05,1,1,NA,0,1,1,1,1,1,25,25,741.3590228
17523,2,1,34.32298691,47.81190409,47.81190409,41.0674455,219.8758429,381.7428491,381.7428491,300.809346,0,2,0,2,0,TRUE,1,0,0,0,2,1,0,MISSING,5,1,25000,0,1,NA,0,1,0,0,0,0,100,100,688.4488907
12883,2,1,16,55.44024055,55.44024055,35.72012027,0,473.2828865,473.2828865,236.6414433,1,0,2,1,1,TRUE,0,1,0,0,0,0,0,AMERICAN FAMILY,4,1,50000,1,1,NA,0,0,1,1,1,1,100,100,762.3480917
11729,3,1,37.67492532,42.97330408,49.48179124,43.37667355,260.0991039,323.679649,401.7814949,328.5200826,0,1,2,2,1,TRUE,1,0,0,0,0,0,0,FARMERS,2,1,250000,0,1,NA,0,0,1,1,1,1,100,100,844.6794326
3785,1,1,25.57870443,25.57870443,25.57870443,25.57870443,114.9444532,114.9444532,114.9444532,114.9444532,0,1,0,1,0,TRUE,1,0,0,0,0,0,1,MISSING,1.5,1,1.00E+05,0,0,NA,0,0,0,1,1,1,25,25,692.2455608
11958,1,1,46.14482482,46.14482482,46.14482482,46.14482482,361.7378979,361.7378979,361.7378979,361.7378979,0,0,1,0,1,FALSE,1,0,2,2,0,0,0,MISSING,5,1,25000,0,1,NA,1,0,1,1,1,1,50,50,850
6018,1,1,63.13485313,63.13485313,63.13485313,63.13485313,565.6182375,565.6182375,565.6182375,565.6182375,0,1,0,0,1,FALSE,1,0,0,0,1,1,0,MISSING,5,1,1.00E+05,0,0,NA,0,1,0,1,1,1,25,25,765.019869
16513,2,1,34.89140539,57.13817382,57.13817382,46.0147896,226.6968646,493.6580858,493.6580858,360.1774752,0,1,1,0,2,FALSE,1,0,0,0,0,0,0,MISSING,0,1,25000,0,0,NA,0,0,0,1,1,1,25,25,565.7746998
6481,1,1,37.31064188,37.31064188,37.31064188,37.31064188,255.7277025,255.7277025,255.7277025,255.7277025,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,5,1,1.00E+05,1,0,NA,0,0,0,0,0,1,25,25,683.4120479
7492,2,1,41.99874758,60.54500829,60.54500829,51.27187793,311.9849709,534.5400995,534.5400995,423.2625352,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,PROGRESSIVE,0,1,1.00E+05,0,0,NA,0,0,1,1,1,1,25,25,766.7236213
19155,1,1,35.52271411,35.52271411,35.52271411,35.52271411,234.2725693,234.2725693,234.2725693,234.2725693,0,1,0,0,1,FALSE,1,0,0,0,1,1,0,OTHER,5,1,50000,1,0,NA,0,0,0,1,1,1,25,25,642.7870318
17540,2,1,16,67.66062068,67.66062068,41.83031034,0,619.9274481,619.9274481,309.9637241,1,0,2,2,0,TRUE,1,0,0,0,0,0,0,NATIONWIDE,1,1,25000,1,1,NA,0,0,0,1,1,1,100,100,593.6812147
6194,1,1,48.19281406,48.19281406,48.19281406,48.19281406,386.3137687,386.3137687,386.3137687,386.3137687,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,1.5,1,50000,0,1,NA,0,1,0,0,0,1,25,25,607.2268127
5754,2,1,39.56530784,43.59031909,43.59031909,41.57781347,282.7836941,331.0838291,331.0838291,306.9337616,0,0,2,0,2,FALSE,1,0,0,0,1,0.5,0,FARMERS,0.5,1,250000,1,1,NA,0,0,0,1,1,1,50,50,850
7348,1,1,34.26448962,34.26448962,34.26448962,34.26448962,219.1738754,219.1738754,219.1738754,219.1738754,0,1,0,0,1,FALSE,1,0,0,0,1,1,0,ALLSTATE,0,1,50000,1,0,NA,0,0,0,1,1,1,100,100,726.54378
19972,2,2,31.62988427,59.07918335,59.07918335,45.35453381,187.5586112,516.9502002,516.9502002,352.2544057,0,2,0,2,0,TRUE,2,0,0,0,0,0,0,OTHER,5,1,25000,0,0,NA,0,1,1,1,1,1,100,100,584.3950046
722,1,1,40.84631641,40.84631641,40.84631641,40.84631641,298.1557969,298.1557969,298.1557969,298.1557969,0,0,1,0,1,FALSE,1,0,0,0,0,0,1,OTHER,5,1,50000,0,1,NA,0,0,1,0,0,0,250,250,686.4788838
16368,2,1,36.02459408,73.06132622,73.06132622,54.54296015,240.295129,479.6046024,615.8035861,428.0493575,0,2,0,2,0,TRUE,1,0,0,0,0,0,0,OTHER,5,1,1.00E+05,0,1,NA,0,1,1,1,1,1,100,100,732.1084913
1779,2,2,26.17131759,34.6189892,34.6189892,30.39515339,122.0558111,223.4278704,223.4278704,172.7418407,0,1,1,0,2,FALSE,2,0,0,0,0,0,0,MISSING,2,1,1.00E+05,0,1,NA,0,1,1,0,1,1,50,50,820.0301049
12381,1,1,51.2966782,51.2966782,51.2966782,51.2966782,423.5601384,423.5601384,423.5601384,423.5601384,0,0,1,0,1,FALSE,1,0,0,0,1,1,0,NATIONWIDE,1,1,25000,0,0,NA,0,0,1,1,1,1,25,25,831.0030487
8054,1,1,26.65893112,26.65893112,26.65893112,26.65893112,127.9071735,127.9071735,127.9071735,127.9071735,0,0,1,0,1,FALSE,1,0,0,0,3,3,0,GEICO,0.5,1,25000,0,0,NA,0,1,0,1,1,1,25,25,659.105833
2483,2,2,25.74304635,41.61482723,41.61482723,33.67893679,116.9165562,307.3779267,307.3779267,212.1472414,0,1,1,2,0,TRUE,2,0,0,0,0,0,0,GEICO,1.5,1,250000,1,0,NA,0,1,0,1,1,1,25,25,NA
5910,1,1,57.7630502,57.7630502,57.7630502,57.7630502,501.1566024,501.1566024,501.1566024,501.1566024,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,2.5,1,50000,1,0,NA,0,1,0,1,1,1,25,25,587.1405292
2661,2,2,50.94436176,59.54050819,59.54050819,55.24243497,419.3323411,522.4860982,522.4860982,470.9092197,0,0,2,1,1,TRUE,2,0,0,0,0,0,0,GEICO,0,1,25000,1,1,NA,0,1,0,1,1,1,25,25,811.9221404
12804,2,1,40.68105402,78.50387513,78.50387513,59.59246458,296.1726482,750.0465016,750.0465016,523.1095749,0,2,0,1,1,TRUE,1,0,0,0,0,0,0,MISSING,2.5,1,1.00E+05,0,0,NA,0,0,0,1,1,1,25,25,627.8942091
16637,1,1,45.16645615,45.16645615,45.16645615,45.16645615,349.9974739,349.9974739,349.9974739,349.9974739,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,GEICO,4,1,25000,0,0,NA,0,0,0,0,0,1,25,25,850
580,2,2,47.57134583,49.12955135,49.12955135,48.35044859,378.85615,397.5546162,397.5546162,388.2053831,0,2,0,1,1,TRUE,2,0,0,0,0,0,0,FARMERS,0,1,25000,1,1,NA,0,0,0,1,1,1,25,25,714.5030044
4386,1,2,16,16,16,16,0,0,0,0,1,0,1,0,1,FALSE,2,0,0,0,2,2,0,PROGRESSIVE,5,1,1.00E+05,1,1,NA,0,0,0,2,2,1,100,100,797.7777906
19966,2,1,35.04900103,96.60912368,96.60912368,65.82906235,228.5880123,967.3094842,967.3094842,597.9487483,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,FARMERS,4,1,25000,1,0,NA,0,0,0,1,1,1,25,25,565.8607419
19756,1,1,26.78064559,26.78064559,26.78064559,26.78064559,129.367747,129.367747,129.367747,129.367747,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,FARMERS,1.5,1,25000,0,1,NA,0,0,1,0,0,0,100,100,723.4428293
19280,1,1,18.1818106,18.1818106,18.1818106,18.1818106,26.18172726,26.18172726,26.18172726,26.18172726,0,0,1,0,1,FALSE,1,0,0,0,2,2,0,PROGRESSIVE,1.5,1,25000,0,0,NA,0,0,0,0,0,0,50,50,641.3785687
11353,3,2,35.15510233,55.43957013,55.43957013,62.87488739,229.861228,473.2748415,473.2748415,562.4986487,0,2,1,0,3,FALSE,2,0,0,0,0,0,0,PROGRESSIVE,2,1,25000,0,0,NA,0,0,1,1,1,1,25,25,749.8619461
3043,1,1,41.89315497,41.89315497,41.89315497,41.89315497,310.7178596,310.7178596,310.7178596,310.7178596,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,AMERICAN FAMILY,1,1,25000,0,1,NA,0,0,1,0,0,0,25,25,675.0377429
9275,1,1,31.2725408,31.2725408,31.2725408,31.2725408,143.9655852,104.6606807,104.6606807,104.6606807,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,OTHER,2,1,50000,0,0,NA,0,0,0,0,0,1,25,25,727.0830243
12170,2,1,42.31156764,78.11186875,78.11186875,60.21171819,315.7388116,745.342425,745.342425,530.5406183,0,0,2,2,0,TRUE,1,0,0,0,0,0,0,ALLSTATE,5,1,250000,1,0,NA,0,0,0,1,1,1,25,25,602.0564926
16643,2,2,31.42274629,56.13359187,56.13359187,43.77816908,185.0729555,481.6031025,481.6031025,333.338029,0,2,0,2,0,TRUE,2,0,0,0,0,0,0,GEICO,2,1,50000,0,1,NA,0,0,0,2,2,2,250,250,661.29783
9551,1,1,51.28801472,51.28801472,51.28801472,51.28801472,423.4561766,423.4561766,423.4561766,423.4561766,0,1,0,0,1,FALSE,1,0,0,0,1,1,0,PROGRESSIVE,5,1,25000,1,1,NA,0,0,0,1,1,1,25,25,517.6209782
17991,3,3,25.79236518,31.25627941,61.59188563,39.54684341,117.5083821,183.0753529,547.1026276,282.5621209,0,2,1,0,3,FALSE,3,0,0,0,2,0.666666667,0,MISSING,5,1,1.00E+05,0,1,NA,0,1,1,2,2,0,100,100,NA
11978,2,2,34.8721083,77.66259901,77.66259901,56.26735365,226.4652996,739.9511881,739.9511881,483.2082439,0,1,1,2,0,TRUE,2,0,0,0,0,0,0,MISSING,0,1,25000,0,0,NA,0,0,0,1,1,1,50,50,643.1773284
12237,1,1,43.04692226,43.04692226,43.04692226,43.04692226,324.5630672,324.5630672,324.5630672,324.5630672,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,AMERICAN FAMILY,5,1,1.00E+05,1,1,NA,1,0,0,0,0,0,100,100,748.6301578
19929,1,1,52.77038754,52.77038754,52.77038754,52.77038754,441.2446505,441.2446505,441.2446505,441.2446505,0,0,1,0,1,FALSE,1,0,3,3,0,0,0,GEICO,1.5,1,50000,0,0,NA,0,1,1,1,1,1,25,25,697.9218768
3581,2,1,23.71727053,35.02200414,35.02200414,29.36963734,92.60724635,228.2640497,228.2640497,160.435648,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,OTHER,1,1,1.00E+05,1,1,NA,0,0,0,1,1,1,25,25,634.1982397
16428,1,2,29.67307956,29.67307956,29.67307956,29.67307956,164.0769547,164.0769547,164.0769547,164.0769547,0,1,0,0,1,FALSE,2,0,0,0,0,0,0,LIBERTY MUTUAL,2,1,1.00E+05,1,1,NA,0,0,1,1,1,1,100,100,503.8368537
15773,1,1,52.97297345,52.97297345,52.97297345,52.97297345,443.6756814,443.6756814,443.6756814,443.6756814,0,1,0,0,1,FALSE,1,0,0,0,1,1,0,OTHER,1.5,1,1.00E+05,0,1,NA,0,0,1,0,0,1,25,25,578.126788
14107,1,1,36.1456245,36.1456245,36.1456245,36.1456245,196.7637106,151.7799271,151.7799271,151.7799271,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,3,1,1.00E+05,1,0,NA,0,1,1,1,1,1,250,250,529.1584743
5896,3,3,18.9816273,37.67970988,79.92799803,45.5297784,35.77952759,260.1565186,767.1359763,354.3573408,0,2,1,2,1,TRUE,3,0,0,0,0,0,0,ALLSTATE,3,1,1.00E+05,0,1,NA,0,1,1,1,0,0,250,250,638.3217466
15851,1,1,69.95207076,69.95207076,69.95207076,69.95207076,647.4248491,647.4248491,647.4248491,647.4248491,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,2,1,25000,1,1,NA,0,0,0,1,1,1,50,50,603.1240123
2930,1,1,67.33873517,67.33873517,67.33873517,67.33873517,616.064822,616.064822,616.064822,616.064822,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,5,1,50000,1,1,NA,0,0,0,0,1,1,100,100,713.4614298
1471,1,1,50.53259249,50.53259249,50.53259249,50.53259249,414.3911099,414.3911099,414.3911099,414.3911099,0,1,0,0,1,FALSE,1,0,0,0,1,1,0,OTHER,5,1,1.00E+05,1,0,NA,0,1,0,1,1,1,25,25,471.5531782
13132,1,2,43.81903064,43.81903064,43.81903064,43.81903064,333.8283677,333.8283677,333.8283677,333.8283677,0,1,0,0,1,FALSE,2,0,0,0,0,0,0,MISSING,0.5,1,25000,0,0,NA,0,1,0,1,1,1,100,100,645.6832369
12605,1,1,56.89139674,56.89139674,56.89139674,56.89139674,490.6967609,490.6967609,490.6967609,490.6967609,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,GEICO,5,1,1.00E+05,1,0,NA,0,1,0,1,1,1,100,100,654.3994693
4836,1,1,51.79200616,51.79200616,51.79200616,51.79200616,429.5040739,429.5040739,429.5040739,429.5040739,0,1,0,0,1,FALSE,1,0,0,0,1,1,0,PROGRESSIVE,0,1,25000,0,0,NA,1,0,0,0,0,1,100,100,NA
14957,1,1,53.10850967,53.10850967,53.10850967,53.10850967,445.3021161,445.3021161,445.3021161,445.3021161,0,1,0,0,1,FALSE,1,0,0,0,0,0,0,MISSING,2.5,1,1.00E+05,0,0,NA,0,1,1,1,1,1,50,50,632.0499287
19056,1,1,45.34773013,45.34773013,45.34773013,45.34773013,352.1727616,352.1727616,352.1727616,352.1727616,0,1,0,0,1,FALSE,1,0,0,0,1,1,0,MISSING,3,1,1.00E+05,0,0,NA,0,0,0,1,1,1,50,50,453.8529142
1338,2,2,22.13383771,53.80349857,53.80349857,37.96866814,73.60605252,453.6419828,453.6419828,263.6240177,0,1,1,2,0,TRUE,2,0,0,0,1,0.5,0,NATIONWIDE,0,1,1.00E+05,0,1,NA,0,0,0,0,0,1,25,25,774.6827471
13300,1,1,16,16,16,16,0,0,0,0,1,1,0,0,1,FALSE,1,0,0,0,0,0,0,LIBERTY MUTUAL,1,1,1.00E+05,0,0,NA,0,0,0,0,0,1,25,25,674.3857163
18487,1,1,43.72177105,43.72177105,43.72177105,43.72177105,332.6612526,332.6612526,332.6612526,332.6612526,0,0,1,0,1,FALSE,1,0,0,0,1,1,0,MISSING,0,1,1.00E+05,0,1,NA,0,1,0,0,0,1,100,100,646.6582574
16776,1,1,20.03960799,20.03960799,20.03960799,20.03960799,48.47529586,48.47529586,48.47529586,48.47529586,0,0,1,1,0,TRUE,1,0,0,0,0,0,0,MISSING,5,1,250000,1,1,NA,0,0,0,0,0,1,25,25,NA
16938,2,1,35.24724883,47.38757321,47.38757321,41.31741102,230.9669859,376.6508785,376.6508785,303.8089322,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,LIBERTY MUTUAL,3,1,25000,1,1,NA,0,0,1,0,0,0,25,25,469.915998
18410,2,2,45.27605631,62.04369064,62.04369064,53.65987347,351.3126757,552.5242877,552.5242877,451.9184817,0,0,2,2,0,TRUE,2,0,0,0,0,0,0,GEICO,2.5,1,50000,0,0,NA,0,2,1,1,1,1,25,25,685.9110375
19191,1,1,38.3674043,38.3674043,38.3674043,38.3674043,268.4088516,268.4088516,268.4088516,268.4088516,0,0,1,0,1,FALSE,1,0,0,0,2,2,0,OTHER,5,1,50000,0,0,NA,0,0,0,1,1,1,50,50,526.1389173
3108,2,1,44.47853758,55.36706401,55.36706401,49.92280079,341.7424509,472.4047681,472.4047681,407.0736095,0,1,1,2,0,TRUE,1,0,0,0,0,0,0,OTHER,2,1,1.00E+05,0,1,NA,0,0,1,1,1,1,250,250,593.5705089
14465,1,1,55.40423475,55.40423475,55.40423475,55.40423475,472.850817,472.850817,472.850817,472.850817,0,1,0,1,0,TRUE,1,0,0,0,0,0,0,OTHER,5,1,250000,1,0,NA,0,0,0,1,1,1,50,50,620.3346271
10194,2,1,39.90168544,45.301542,45.301542,42.60161372,286.8202252,351.618504,351.618504,319.2193646,0,2,0,1,1,TRUE,1,0,0,0,0,0,0,MISSING,5,1,50000,0,1,NA,0,1,0,1,1,1,25,25,818.4293594
6102,2,2,46.06147021,55.7348699,55.7348699,50.89817005,360.7376425,476.8184388,476.8184388,418.7780407,0,2,0,0,2,FALSE,2,0,0,0,0,0,0,ALLSTATE,5,1,50000,0,0,NA,0,2,0,0,0,1,100,100,756.642566
6025,1,2,41.29199168,41.29199168,41.29199168,41.29199168,303.5039001,303.5039001,303.5039001,303.5039001,0,1,0,0,1,FALSE,2,0,0,0,0,0,0,OTHER,2,1,250000,1,0,NA,0,1,1,2,2,1,50,50,660.4022971
14557,1,1,59.30602956,59.30602956,59.30602956,59.30602956,482.3227706,444.9731865,444.9731865,444.9731865,0,0,1,0,1,FALSE,1,0,0,0,0,0,0,MISSING,5,1,1.00E+05,1,0,NA,0,0,1,0,0,1,25,25,680.4252349
14316,2,1,61.86369126,70.04131159,70.04131159,65.95250143,550.3642951,648.4957391,648.4957391,599.4300171,0,0,2,2,0,TRUE,1,0,0,0,0,0,0,LIBERTY MUTUAL,5,1,25000,0,1,NA,0,0,1,1,1,1,100,100,628.6281694
